Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh,Household_ID_encoded
3.1,1,15.8,0,1.0,3985
2.8,1,16.5,0,1.1,3985
0.6,1,14.6,0,0.2,3985
3.8,1,18.3,0,1.2,3985
3.3,1,12.8,0,1.0,3985
7.2,2,18.9,1,3.0,3986
5.9,2,16.4,1,2.6,3986
9.3,2,15.8,1,3.9,3986
5.7,2,17.5,1,2.8,3986
7.1,2,16.3,1,3.0,3986
5.7,2,20.2,1,2.8,3986
8.2,2,12.7,1,3.4,3986
16.5,5,15.9,1,7.8,3987
18.0,5,17.6,1,8.2,3987
15.6,5,16.5,1,7.4,3987
16.4,5,19.2,1,7.0,3987
18.0,5,16.1,1,9.2,3987
15.4,5,18.8,1,7.4,3987
18.0,5,17.6,1,8.0,3987
17.8,5,24.2,1,7.4,3988
18.0,5,16.4,1,7.5,3988
18.0,5,20.5,1,8.8,3988
17.1,5,17.3,1,8.1,3988
16.8,5,19.7,1,7.4,3988
18.0,5,17.5,1,9.1,3988
17.4,5,20.7,1,7.5,3988
6.7,3,15.4,0,2.4,3989
7.0,3,11.9,0,2.1,3989
9.2,3,20.7,0,3.0,3989
8.0,3,19.5,0,2.7,3989
8.2,3,19.4,0,2.8,3989
10.1,3,17.9,0,3.2,3989
7.2,3,17.4,0,2.5,3989
13.4,5,16.3,0,4.5,3990
13.6,5,18.1,0,5.2,3990
14.5,5,17.7,0,4.4,3990
12.6,5,16.3,0,4.2,3990
11.0,5,17.0,0,3.4,3990
12.4,5,16.4,0,4.1,3990
11.8,5,14.2,0,4.7,3990
10.2,5,19.5,0,3.3,3991
14.0,5,19.1,0,5.3,3991
11.0,5,16.4,0,3.5,3991
14.3,5,20.1,0,5.7,3991
12.9,5,14.7,0,5.1,3991
14.0,5,16.9,0,5.0,3991
11.3,5,16.9,0,4.3,3991
3.1,1,17.5,0,1.0,3992
3.1,1,18.8,0,1.1,3992
2.4,1,19.9,0,0.9,3992
5.3,1,17.1,0,1.6,3992
3.3,1,15.7,0,1.1,3992
2.5,1,19.8,0,0.8,3992
1.8,1,18.4,0,0.7,3992
15.9,4,19.3,1,7.2,3993
13.5,4,15.2,1,5.6,3993
14.7,4,18.8,1,6.8,3993
15.1,4,16.5,1,6.6,3993
14.6,4,16.9,1,6.2,3993
16.2,4,21.9,1,7.2,3993
16.2,4,18.1,1,7.5,3993
8.8,3,15.3,1,3.5,3994
10.7,3,14.9,1,4.6,3994
12.0,3,19.9,1,4.9,3994
10.5,3,15.6,1,4.7,3994
12.6,3,19.8,1,5.4,3994
9.9,3,18.3,1,4.7,3994
13.1,3,19.2,1,5.8,3994
2.6,1,18.0,1,1.2,3995
4.6,1,19.0,1,2.0,3995
3.2,1,16.1,1,1.3,3995
4.2,1,23.0,1,1.9,3995
5.2,1,12.1,1,2.1,3995
2.6,1,16.1,1,1.2,3995
4.3,1,16.9,1,1.8,3995
8.3,4,14.1,0,2.8,3996
8.1,4,17.4,0,2.9,3996
9.2,4,16.4,0,2.9,3996
11.2,4,21.4,0,3.7,3996
10.3,4,18.2,0,3.6,3996
11.1,4,18.1,0,3.6,3996
7.7,4,18.9,0,2.5,3996
3.5,1,19.0,0,1.3,3997
4.0,1,18.5,0,1.5,3997
0.5,1,20.5,0,0.2,3997
4.4,1,15.1,0,1.7,3997
1.2,1,15.3,0,0.4,3997
3.2,1,16.9,0,1.1,3997
0.5,1,13.6,0,0.2,3997
17.5,6,15.1,0,6.6,3998
15.9,6,13.6,0,5.4,3998
15.7,6,17.7,0,5.5,3998
12.6,6,18.0,0,3.9,3998
14.6,6,20.0,0,5.0,3998
14.0,6,18.6,0,5.3,3998
15.3,6,19.1,0,5.4,3998
3.9,1,15.1,0,1.4,3999
4.0,1,19.3,0,1.5,3999
1.4,1,13.6,0,0.5,3999
3.0,1,18.5,0,1.0,3999
2.2,1,19.2,0,0.7,3999
0.5,1,20.4,0,0.2,3999
4.0,1,14.6,0,1.6,3999
14.6,5,21.6,0,4.4,4000
8.2,5,15.4,0,2.7,4000
9.4,5,16.8,0,2.9,4000
12.4,5,18.0,0,3.8,4000
13.3,5,18.0,0,4.4,4000
9.4,5,18.4,0,3.7,4000
11.7,5,16.1,0,3.8,4000
8.5,4,19.4,0,2.7,4001
10.8,4,17.6,0,3.6,4001
9.3,4,17.7,0,3.1,4001
10.2,4,18.5,0,3.1,4001
11.8,4,20.2,0,4.2,4001
12.1,4,15.5,0,3.8,4001
11.9,4,18.5,0,3.8,4001
5.6,3,20.3,0,2.2,4002
9.0,3,18.4,0,2.9,4002
8.8,3,17.8,0,3.4,4002
9.4,3,18.8,0,3.7,4002
5.5,3,19.1,0,1.7,4002
7.2,3,20.6,0,2.3,4002
8.7,3,19.5,0,3.2,4002
8.9,3,17.2,0,2.9,4003
7.7,3,18.6,0,2.8,4003
7.8,3,20.3,0,2.6,4003
8.7,3,16.7,0,3.0,4003
4.7,3,15.9,0,1.6,4003
7.3,3,12.9,0,2.5,4003
7.6,3,16.6,0,2.7,4003
10.8,4,15.8,1,5.2,4004
15.1,4,18.8,1,6.4,4004
13.2,4,14.1,1,5.5,4004
17.0,4,20.5,1,7.7,4004
12.9,4,18.0,1,5.8,4004
17.2,4,13.5,1,7.0,4004
12.8,4,13.2,1,5.5,4004
14.3,5,20.6,0,5.7,4005
13.9,5,14.0,0,4.9,4005
15.2,5,14.6,0,5.5,4005
14.2,5,18.7,0,4.5,4005
12.4,5,17.9,0,4.2,4005
12.8,5,16.9,0,5.1,4005
11.6,5,17.8,0,3.7,4005
5.4,2,19.4,0,1.8,4006
4.8,2,16.2,0,1.7,4006
7.1,2,21.5,0,2.8,4006
3.7,2,17.3,0,1.2,4006
3.2,2,15.6,0,1.3,4006
4.7,2,16.7,0,1.6,4006
3.5,2,15.2,0,1.2,4006
4.8,1,18.5,1,2.2,4007
4.3,1,16.7,1,1.8,4007
5.5,1,19.5,1,2.6,4007
5.6,1,17.4,1,2.7,4007
4.7,1,16.2,1,2.0,4007
1.2,1,20.1,1,0.5,4007
4.3,1,17.7,1,1.9,4007
10.7,5,14.8,0,3.6,4008
12.4,5,17.5,0,4.8,4008
13.5,5,20.5,0,4.4,4008
13.4,5,18.2,0,4.7,4008
14.1,5,16.0,0,4.6,4008
11.6,5,15.6,0,4.5,4008
12.1,5,19.9,0,4.7,4008
14.5,6,15.1,0,5.7,4009
12.8,6,23.3,0,4.5,4009
15.4,6,13.5,0,5.5,4009
12.7,6,18.9,0,4.8,4009
13.4,6,22.8,0,4.4,4009
15.8,6,16.6,0,5.8,4009
14.3,6,20.2,0,5.7,4009
13.6,4,19.2,1,6.4,4010
13.4,4,15.2,1,5.8,4010
15.7,4,18.8,1,7.5,4010
14.6,4,19.5,1,7.0,4010
15.9,4,17.5,1,6.8,4010
16.8,4,20.9,1,7.9,4010
11.1,4,18.3,1,4.5,4010
6.0,1,15.4,0,1.9,4011
2.3,1,12.1,0,0.9,4011
4.4,1,16.6,0,1.7,4011
0.9,1,18.6,0,0.3,4011
1.6,1,14.2,0,0.5,4011
2.3,1,20.6,0,0.8,4011
3.4,1,21.7,0,1.1,4011
11.0,3,20.1,1,4.5,4012
14.2,3,25.0,1,6.5,4012
13.2,3,16.8,1,6.4,4012
8.6,3,14.4,1,4.3,4012
9.6,3,15.0,1,4.4,4012
6.8,3,18.2,1,3.4,4012
11.2,3,16.2,1,5.2,4012
7.1,2,16.4,0,2.2,4013
6.5,2,18.6,0,2.0,4013
6.9,2,17.8,0,2.5,4013
6.8,2,12.4,0,2.1,4013
6.7,2,19.9,0,2.6,4013
5.2,2,16.3,0,1.8,4013
3.7,2,18.0,0,1.2,4013
16.7,6,18.4,0,5.5,4014
14.7,6,17.9,0,5.6,4014
16.4,6,15.5,0,6.2,4014
13.7,6,14.8,0,4.8,4014
15.9,6,13.1,0,5.9,4014
12.6,6,14.5,0,4.2,4014
12.0,6,15.6,0,3.9,4014
11.7,3,18.0,1,5.7,4015
12.6,3,15.5,1,5.6,4015
9.9,3,17.2,1,4.8,4015
12.4,3,19.5,1,5.3,4015
9.6,3,17.3,1,4.3,4015
11.0,3,15.6,1,4.4,4015
13.3,3,19.4,1,5.6,4015
15.8,4,16.4,1,7.1,4016
15.2,4,15.2,1,7.5,4016
11.1,4,14.5,1,4.6,4016
14.6,4,18.5,1,6.5,4016
15.2,4,13.9,1,6.6,4016
15.9,4,18.2,1,6.5,4016
15.6,4,18.9,1,7.4,4016
1.3,1,16.2,0,0.5,4017
2.0,1,13.6,0,0.7,4017
6.3,1,18.8,0,2.1,4017
4.7,1,18.4,0,1.8,4017
3.1,1,15.9,0,1.1,4017
3.1,1,16.1,0,1.1,4017
1.4,1,14.6,0,0.5,4017
13.8,4,18.2,1,6.1,4018
14.4,4,15.5,1,6.4,4018
16.3,4,19.2,1,7.4,4018
12.8,4,18.4,1,6.0,4018
15.8,4,21.4,1,6.9,4018
14.6,4,19.0,1,7.2,4018
13.2,4,16.1,1,6.0,4018
3.8,1,15.5,1,1.9,4019
5.3,1,19.2,1,2.5,4019
2.2,1,16.4,1,0.9,4019
5.2,1,21.3,1,2.3,4019
3.7,1,14.3,1,1.5,4019
6.0,1,20.2,1,2.7,4019
5.0,1,16.9,1,2.4,4019
15.1,5,16.8,0,5.8,4020
13.2,5,23.2,0,4.0,4020
14.5,5,20.1,0,5.7,4020
12.0,5,16.8,0,4.2,4020
11.9,5,15.2,0,3.8,4020
13.8,5,19.9,0,5.4,4020
9.7,5,16.3,0,3.0,4020
6.0,2,16.2,1,2.8,4021
11.2,2,19.6,1,4.5,4021
8.8,2,10.6,1,4.2,4021
8.6,2,18.2,1,4.1,4021
5.6,2,21.0,1,2.6,4021
7.3,2,18.9,1,3.3,4021
7.2,2,18.3,1,3.3,4021
16.8,5,17.0,1,7.5,4022
16.0,5,15.1,1,6.6,4022
18.0,5,17.0,1,7.7,4022
15.7,5,16.9,1,7.5,4022
17.8,5,19.3,1,8.7,4022
18.0,5,20.5,1,7.8,4022
17.7,5,19.0,1,8.3,4022
14.1,5,15.4,0,4.4,4023
9.9,5,16.1,0,3.2,4023
11.8,5,17.1,0,4.1,4023
13.5,5,19.1,0,4.3,4023
12.4,5,20.3,0,3.8,4023
6.9,5,18.9,0,2.7,4023
12.5,5,15.1,0,4.6,4023
13.7,4,14.5,0,4.5,4024
7.0,4,16.9,0,2.4,4024
8.4,4,17.3,0,3.0,4024
9.4,4,20.9,0,3.3,4024
7.1,4,17.2,0,2.8,4024
11.3,4,18.5,0,4.1,4024
10.8,4,14.0,0,3.9,4024
7.9,2,20.9,0,3.0,4025
4.1,2,17.4,0,1.3,4025
6.1,2,15.9,0,2.0,4025
4.7,2,18.7,0,1.6,4025
4.9,2,17.3,0,1.9,4025
6.0,2,20.3,0,2.1,4025
4.4,2,12.0,0,1.7,4025
2.3,1,17.5,0,0.8,4026
1.3,1,18.7,0,0.4,4026
1.5,1,13.3,0,0.6,4026
1.5,1,21.6,0,0.6,4026
2.6,1,20.2,0,0.8,4026
2.3,1,17.3,0,0.7,4026
3.5,1,16.3,0,1.3,4026
4.4,1,16.3,1,1.9,4027
4.6,1,23.1,1,2.0,4027
4.3,1,17.6,1,2.0,4027
7.3,1,16.0,1,3.0,4027
4.5,1,16.5,1,2.1,4027
2.8,1,19.5,1,1.1,4027
3.1,1,18.9,1,1.4,4027
18.0,6,15.3,1,9.7,4028
18.0,6,20.2,1,9.9,4028
18.0,6,20.9,1,8.4,4028
18.0,6,20.5,1,9.3,4028
18.0,6,17.9,1,9.2,4028
18.0,6,13.9,1,9.2,4028
18.0,6,18.8,1,8.7,4028
12.8,3,16.9,1,6.2,4029
9.6,3,10.1,1,4.5,4029
11.2,3,17.3,1,4.9,4029
14.0,3,20.4,1,5.9,4029
10.0,3,19.6,1,4.3,4029
9.4,3,19.1,1,4.3,4029
12.3,3,23.0,1,5.4,4029
14.6,6,17.4,0,4.9,4030
15.2,6,17.0,0,5.8,4030
16.9,6,15.1,0,6.1,4030
15.2,6,13.8,0,5.9,4030
14.6,6,16.7,0,5.0,4030
16.1,6,15.4,0,6.2,4030
15.5,6,14.3,0,5.5,4030
14.1,6,15.7,0,4.4,4031
15.0,6,17.2,0,5.9,4031
12.2,6,19.4,0,4.3,4031
13.3,6,14.7,0,4.2,4031
12.8,6,20.5,0,4.6,4031
15.8,6,16.5,0,5.0,4031
15.8,6,18.9,0,5.9,4031
0.7,1,13.3,0,0.2,4032
3.5,1,11.8,0,1.1,4032
4.3,1,14.6,0,1.6,4032
4.3,1,18.8,0,1.3,4032
1.9,1,20.0,0,0.7,4032
1.1,1,18.7,0,0.4,4032
3.0,1,18.2,0,1.0,4032
10.4,4,18.8,0,3.5,4033
7.5,4,12.2,0,2.3,4033
8.4,4,20.0,0,2.6,4033
9.6,4,21.9,0,3.6,4033
11.2,4,17.8,0,3.6,4033
12.3,4,17.6,0,4.7,4033
9.1,4,15.4,0,3.4,4033
12.6,5,11.6,0,3.9,4034
10.5,5,18.4,0,4.0,4034
11.6,5,19.8,0,3.8,4034
13.4,5,13.3,0,4.8,4034
11.7,5,19.0,0,4.1,4034
13.6,5,18.0,0,5.2,4034
14.3,5,17.7,0,5.3,4034
17.9,5,16.5,1,8.4,4035
17.7,5,17.4,1,7.6,4035
16.5,5,14.4,1,7.7,4035
14.4,5,15.3,1,6.8,4035
16.8,5,15.0,1,7.2,4035
18.0,5,15.6,1,8.5,4035
18.0,5,19.6,1,8.7,4035
18.0,5,20.0,1,8.3,4036
18.0,5,16.7,1,7.8,4036
14.0,5,18.0,1,5.8,4036
18.0,5,17.0,1,8.2,4036
18.0,5,20.0,1,7.4,4036
17.7,5,19.4,1,8.1,4036
16.1,5,15.5,1,7.1,4036
6.6,2,18.7,1,2.9,4037
8.6,2,18.1,1,3.9,4037
7.2,2,17.9,1,2.9,4037
7.2,2,18.5,1,3.5,4037
7.6,2,21.7,1,3.2,4037
8.8,2,18.2,1,4.3,4037
7.1,2,16.3,1,3.5,4037
4.4,1,15.9,1,2.1,4038
3.0,1,18.9,1,1.4,4038
7.0,1,19.2,1,3.0,4038
3.2,1,16.8,1,1.6,4038
1.6,1,16.6,1,0.7,4038
4.5,1,20.9,1,1.8,4038
4.2,1,16.5,1,1.9,4038
8.4,4,16.6,0,2.5,4039
8.0,4,17.1,0,2.4,4039
11.1,4,17.1,0,3.9,4039
11.6,4,18.0,0,3.6,4039
10.8,4,16.2,0,3.8,4039
7.6,4,19.5,0,2.9,4039
7.5,4,21.4,0,2.3,4039
5.8,2,20.6,1,2.9,4040
6.3,2,15.5,1,3.1,4040
7.5,2,17.6,1,3.2,4040
5.5,2,16.2,1,2.5,4040
6.4,2,17.0,1,2.6,4040
8.9,2,14.3,1,4.4,4040
7.4,2,17.6,1,3.6,4040
8.9,3,14.3,0,3.3,4041
6.2,3,22.9,0,1.9,4041
5.9,3,15.1,0,2.0,4041
8.8,3,16.7,0,3.3,4041
6.7,3,14.6,0,2.3,4041
8.2,3,15.4,0,2.5,4041
4.7,3,13.3,0,1.4,4041
11.4,4,15.9,0,3.9,4042
9.8,4,20.0,0,3.7,4042
9.7,4,16.2,0,3.4,4042
8.3,4,15.2,0,3.2,4042
12.2,4,15.8,0,4.4,4042
8.4,4,18.9,0,2.6,4042
10.5,4,19.5,0,3.8,4042
18.0,6,19.3,1,8.2,4043
18.0,6,18.6,1,8.4,4043
18.0,6,20.8,1,8.5,4043
18.0,6,16.7,1,9.6,4043
17.8,6,16.3,1,8.1,4043
18.0,6,17.9,1,8.6,4043
18.0,6,16.7,1,8.1,4043
16.7,4,22.0,1,7.2,4044
12.0,4,12.3,1,5.1,4044
16.4,4,15.2,1,6.9,4044
15.1,4,20.1,1,6.4,4044
15.2,4,19.3,1,6.6,4044
13.0,4,17.7,1,5.8,4044
12.3,4,16.0,1,5.1,4044
15.6,4,17.0,1,6.3,4045
14.8,4,13.6,1,6.5,4045
14.0,4,15.5,1,6.3,4045
13.5,4,20.0,1,5.7,4045
14.3,4,16.9,1,5.8,4045
15.8,4,15.1,1,6.7,4045
15.0,4,16.9,1,6.1,4045
16.4,5,18.9,1,6.7,4046
16.0,5,16.9,1,7.5,4046
18.0,5,21.8,1,7.8,4046
18.0,5,17.4,1,9.0,4046
15.8,5,16.5,1,7.3,4046
18.0,5,18.1,1,8.3,4046
16.0,5,18.3,1,6.9,4046
10.1,4,16.8,0,3.3,4047
10.4,4,21.2,0,4.0,4047
11.1,4,17.0,0,4.0,4047
10.3,4,19.7,0,4.0,4047
7.8,4,22.2,0,3.0,4047
9.5,4,12.1,0,3.1,4047
10.2,4,16.5,0,4.1,4047
18.0,6,20.6,1,9.4,4048
18.0,6,19.0,1,8.6,4048
18.0,6,15.9,1,8.9,4048
18.0,6,18.9,1,9.0,4048
18.0,6,22.7,1,8.9,4048
18.0,6,15.7,1,9.0,4048
18.0,6,14.8,1,8.1,4048
15.4,6,16.5,0,4.9,4049
14.1,6,15.6,0,5.6,4049
16.5,6,21.2,0,6.3,4049
18.0,6,22.4,0,7.3,4049
16.5,6,20.3,0,5.1,4049
13.5,6,17.6,0,5.0,4049
16.0,6,19.4,0,6.0,4049
4.5,1,15.9,0,1.5,4050
2.5,1,18.0,0,0.9,4050
3.2,1,16.4,0,1.1,4050
2.6,1,16.1,0,0.8,4050
2.1,1,18.3,0,0.8,4050
2.4,1,21.2,0,0.8,4050
3.1,1,17.0,0,1.0,4050
9.1,4,17.3,0,3.0,4051
9.9,4,16.7,0,3.1,4051
8.0,4,16.3,0,3.1,4051
10.1,4,19.1,0,3.7,4051
9.9,4,14.7,0,3.9,4051
9.8,4,19.1,0,3.7,4051
10.2,4,17.1,0,3.5,4051
7.9,5,16.6,0,3.0,4052
11.7,5,16.0,0,4.5,4052
13.9,5,18.7,0,4.3,4052
13.0,5,16.1,0,4.4,4052
15.6,5,19.5,0,5.3,4052
11.8,5,16.2,0,4.5,4052
11.2,5,19.1,0,4.0,4052
14.5,4,19.3,1,5.9,4053
16.2,4,19.4,1,7.8,4053
15.9,4,17.2,1,7.4,4053
17.7,4,22.1,1,7.1,4053
14.3,4,21.7,1,6.0,4053
14.3,4,14.9,1,7.0,4053
13.2,4,18.9,1,6.4,4053
14.3,3,19.7,1,6.5,4054
9.3,3,19.9,1,3.7,4054
10.8,3,12.4,1,4.4,4054
10.6,3,19.3,1,4.5,4054
10.6,3,23.9,1,4.6,4054
11.4,3,19.0,1,4.8,4054
12.5,3,17.9,1,6.0,4054
11.7,3,13.4,1,5.4,4055
9.7,3,22.2,1,4.4,4055
13.0,3,20.4,1,5.9,4055
12.8,3,19.0,1,5.4,4055
14.0,3,20.8,1,6.2,4055
11.6,3,21.3,1,5.5,4055
9.9,3,14.1,1,4.0,4055
18.0,5,19.9,1,8.6,4056
18.0,5,17.8,1,8.7,4056
18.0,5,22.4,1,10.0,4056
18.0,5,16.6,1,8.3,4056
18.0,5,18.8,1,8.5,4056
18.0,5,17.8,1,8.1,4056
14.9,5,13.0,1,6.2,4056
3.2,1,19.7,0,1.0,4057
3.1,1,16.1,0,1.0,4057
4.7,1,15.9,0,1.4,4057
3.5,1,16.1,0,1.3,4057
1.2,1,15.4,0,0.5,4057
0.7,1,20.8,0,0.2,4057
2.9,1,21.3,0,1.1,4057
4.8,1,14.5,0,1.6,4058
0.7,1,18.1,0,0.3,4058
1.6,1,16.5,0,0.5,4058
2.6,1,15.8,0,0.9,4058
1.6,1,19.7,0,0.5,4058
2.3,1,13.6,0,0.9,4058
1.5,1,20.0,0,0.6,4058
18.0,6,18.3,1,8.3,4059
18.0,6,15.9,1,9.4,4059
18.0,6,17.9,1,9.1,4059
18.0,6,17.0,1,9.9,4059
18.0,6,19.0,1,8.7,4059
18.0,6,20.8,1,8.2,4059
18.0,6,17.2,1,9.3,4059
18.0,6,16.4,1,8.4,4060
18.0,6,18.5,1,9.4,4060
18.0,6,17.2,1,8.4,4060
18.0,6,14.6,1,9.2,4060
18.0,6,18.4,1,8.9,4060
18.0,6,19.4,1,9.1,4060
18.0,6,20.7,1,8.7,4060
10.4,2,14.8,1,4.5,4061
4.1,2,15.1,1,1.8,4061
10.4,2,18.8,1,4.7,4061
5.5,2,17.2,1,2.5,4061
9.9,2,16.2,1,4.5,4061
7.6,2,18.2,1,3.7,4061
5.3,2,13.9,1,2.2,4061
13.8,5,17.8,0,4.5,4062
11.0,5,18.5,0,3.6,4062
10.1,5,19.6,0,3.8,4062
12.3,5,16.3,0,4.5,4062
14.4,5,14.7,0,4.3,4062
13.1,5,21.1,0,4.2,4062
12.7,5,22.3,0,4.6,4062
12.1,4,16.3,0,4.7,4063
9.3,4,15.3,0,3.5,4063
9.1,4,16.6,0,3.3,4063
10.5,4,17.9,0,3.3,4063
10.1,4,20.7,0,3.1,4063
10.6,4,18.5,0,3.5,4063
10.4,4,15.9,0,3.2,4063
10.5,5,17.6,0,3.6,4064
9.0,5,19.3,0,3.0,4064
11.5,5,14.9,0,4.0,4064
15.3,5,17.7,0,5.9,4064
12.4,5,13.9,0,4.4,4064
9.0,5,17.1,0,2.8,4064
14.3,5,15.9,0,4.3,4064
6.0,2,22.1,0,1.8,4065
1.5,2,16.6,0,0.5,4065
4.5,2,17.8,0,1.4,4065
1.7,2,17.8,0,0.6,4065
4.3,2,20.3,0,1.6,4065
4.6,2,19.9,0,1.8,4065
4.2,2,19.5,0,1.4,4065
18.0,6,20.3,1,9.6,4066
18.0,6,17.3,1,8.0,4066
18.0,6,19.5,1,9.7,4066
18.0,6,14.9,1,9.3,4066
18.0,6,20.4,1,8.3,4066
18.0,6,13.5,1,8.2,4066
18.0,6,17.4,1,8.7,4066
18.0,5,22.9,1,7.5,4067
18.0,5,15.6,1,8.9,4067
18.0,5,16.1,1,8.4,4067
17.8,5,15.9,1,8.2,4067
18.0,5,16.9,1,8.5,4067
18.0,5,17.4,1,8.0,4067
18.0,5,22.0,1,9.6,4067
18.0,5,16.2,1,9.3,4068
16.8,5,17.9,1,7.7,4068
15.3,5,16.5,1,6.9,4068
16.5,5,18.0,1,7.2,4068
17.7,5,15.9,1,8.6,4068
16.0,5,15.1,1,7.1,4068
15.9,5,18.9,1,7.7,4068
18.0,6,15.1,1,9.8,4069
18.0,6,18.9,1,9.7,4069
18.0,6,20.5,1,9.6,4069
18.0,6,18.0,1,9.8,4069
18.0,6,13.8,1,8.8,4069
18.0,6,19.8,1,9.4,4069
18.0,6,16.4,1,9.9,4069
6.5,2,21.0,0,2.0,4070
4.8,2,19.0,0,1.8,4070
5.3,2,18.2,0,1.7,4070
5.4,2,17.4,0,2.1,4070
3.0,2,20.1,0,0.9,4070
5.2,2,12.4,0,1.7,4070
7.6,2,16.3,0,2.5,4070
14.2,6,12.8,0,4.9,4071
11.3,6,14.9,0,4.2,4071
14.6,6,16.9,0,4.6,4071
14.1,6,23.9,0,5.2,4071
16.2,6,20.4,0,5.9,4071
16.7,6,17.7,0,6.4,4071
14.1,6,18.0,0,5.6,4071
2.3,1,14.9,0,0.8,4072
2.6,1,20.4,0,1.0,4072
2.8,1,23.4,0,0.9,4072
0.5,1,14.3,0,0.2,4072
2.4,1,20.4,0,0.8,4072
1.4,1,16.1,0,0.5,4072
1.4,1,14.5,0,0.5,4072
14.0,4,17.5,1,6.2,4073
13.9,4,16.1,1,6.6,4073
14.5,4,18.9,1,7.2,4073
15.4,4,12.8,1,6.8,4073
13.3,4,20.0,1,6.0,4073
11.0,4,19.4,1,4.5,4073
17.8,4,18.0,1,8.2,4073
18.0,6,19.9,1,9.0,4074
18.0,6,18.2,1,8.2,4074
18.0,6,16.4,1,9.0,4074
18.0,6,20.1,1,8.5,4074
18.0,6,17.2,1,9.7,4074
18.0,6,19.8,1,8.2,4074
17.5,6,16.7,1,7.7,4074
8.4,2,16.7,1,4.1,4075
8.6,2,18.7,1,3.7,4075
5.0,2,19.8,1,2.1,4075
7.4,2,17.1,1,3.1,4075
7.5,2,19.1,1,3.6,4075
6.0,2,16.4,1,2.9,4075
8.6,2,21.0,1,3.6,4075
6.5,3,20.8,0,2.2,4076
8.4,3,14.8,0,3.1,4076
6.5,3,18.8,0,2.3,4076
7.3,3,15.7,0,2.7,4076
7.2,3,16.9,0,2.3,4076
6.0,3,18.9,0,2.1,4076
4.5,3,11.8,0,1.5,4076
2.6,1,14.4,0,0.8,4077
1.6,1,17.4,0,0.5,4077
2.2,1,16.5,0,0.7,4077
2.1,1,14.4,0,0.8,4077
3.3,1,19.1,0,1.2,4077
3.7,1,17.7,0,1.5,4077
0.5,1,17.8,0,0.2,4077
11.6,3,20.5,1,5.3,4078
10.6,3,18.4,1,5.0,4078
16.3,3,15.8,1,7.7,4078
11.8,3,14.5,1,5.6,4078
11.6,3,16.5,1,5.2,4078
9.7,3,15.2,1,4.0,4078
11.7,3,16.2,1,5.4,4078
10.7,6,18.0,0,3.8,4079
15.7,6,20.6,0,5.0,4079
14.5,6,15.7,0,5.4,4079
14.0,6,20.0,0,5.2,4079
16.2,6,21.5,0,5.5,4079
14.4,6,16.3,0,4.7,4079
13.6,6,16.3,0,4.7,4079
3.1,1,19.5,0,1.2,4080
3.4,1,20.4,0,1.3,4080
0.5,1,19.0,0,0.2,4080
0.5,1,20.9,0,0.2,4080
4.3,1,17.3,0,1.4,4080
2.4,1,14.9,0,0.9,4080
0.9,1,16.4,0,0.3,4080
14.5,4,18.5,1,7.2,4081
16.9,4,22.5,1,7.3,4081
12.8,4,15.8,1,5.2,4081
13.9,4,15.4,1,6.1,4081
15.9,4,16.7,1,7.1,4081
14.4,4,12.6,1,5.9,4081
15.3,4,15.6,1,6.3,4081
14.1,6,18.1,0,4.3,4082
16.6,6,13.2,0,5.8,4082
15.4,6,19.5,0,5.0,4082
13.6,6,16.8,0,5.4,4082
15.2,6,19.0,0,5.0,4082
16.4,6,15.1,0,5.8,4082
13.0,6,15.1,0,4.0,4082
11.5,4,14.1,1,5.0,4083
15.0,4,19.7,1,6.7,4083
13.7,4,18.2,1,6.8,4083
13.4,4,16.1,1,5.7,4083
14.3,4,20.8,1,6.6,4083
13.1,4,17.8,1,6.2,4083
13.6,4,17.2,1,6.5,4083
11.0,5,14.7,0,4.0,4084
10.1,5,17.7,0,3.6,4084
13.2,5,17.0,0,4.5,4084
11.3,5,20.8,0,3.8,4084
11.1,5,12.5,0,3.4,4084
13.8,5,11.8,0,4.3,4084
13.8,5,21.6,0,4.8,4084
5.1,3,18.0,0,1.7,4085
5.4,3,19.8,0,2.0,4085
11.7,3,18.2,0,3.9,4085
7.3,3,17.9,0,2.6,4085
6.6,3,18.6,0,2.0,4085
7.5,3,15.7,0,2.6,4085
12.2,3,18.0,0,4.2,4085
2.2,1,16.7,0,0.8,4086
0.9,1,16.6,0,0.3,4086
2.9,1,19.9,0,1.1,4086
1.8,1,19.2,0,0.6,4086
4.0,1,16.1,0,1.4,4086
4.3,1,17.4,0,1.3,4086
1.8,1,20.3,0,0.5,4086
16.3,4,19.7,1,7.2,4087
13.8,4,19.8,1,6.3,4087
12.7,4,20.2,1,5.2,4087
16.3,4,16.9,1,8.0,4087
12.5,4,18.1,1,5.8,4087
13.6,4,13.1,1,6.5,4087
12.9,4,15.8,1,5.7,4087
9.0,2,17.8,1,3.7,4088
7.3,2,16.6,1,3.4,4088
6.9,2,16.9,1,2.8,4088
7.5,2,17.5,1,3.5,4088
7.2,2,19.4,1,3.2,4088
7.0,2,19.8,1,3.3,4088
6.5,2,16.9,1,3.0,4088
12.7,4,19.2,1,5.5,4089
12.5,4,16.0,1,5.4,4089
17.6,4,20.0,1,7.8,4089
15.4,4,19.0,1,6.3,4089
16.5,4,21.0,1,7.3,4089
13.5,4,17.3,1,6.6,4089
12.7,4,16.5,1,6.0,4089
